new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location
215,14159,Highways,1,Platanus x hispanica,London plane,20,15,55,Mature,-0.124688,51.516268,"(51.516268, -0.124688)"
216,2052,Housing,1,Betula pendula,Birch - Silver,14,9,36,Mature,-0.156617,51.547873,"(51.547873, -0.156617)"
217,2028,Highways,1,Platanus x hispanica,London plane,6,8,13,Semi-mature,-0.124828,51.518836,"(51.518836, -0.124828)"
218,7694,Highways,1,Platanus x hispanica,London plane,9,6,54,Mature,-0.137697,51.553173,"(51.553173, -0.137697)"
219,8332,Highways,1,Platanus x hispanica,London plane,15,10,93,Mature,-0.192424,51.560116,"(51.560116, -0.192424)"
220,16119,Parks,1,Betula pendula,Birch - Silver,9,3,13,Semi-mature,-0.12402,51.527153,"(51.527153, -0.12402)"
221,4154,Highways,1,Platanus x hispanica,London plane,17,15,70,Mature,-0.140267,51.528163,"(51.528163, -0.140267)"
222,14404,Housing,1,Platanus x hispanica,London plane,17,10,66,Mature,-0.136016,51.533603,"(51.533603, -0.136016)"
223,18517,Highways,1,Ginkgo biloba,Maidenhair tree,3,2,4,Young,-0.118008,51.519226,"(51.519226, -0.118008)"
224,1064,Housing,1,Platanus x hispanica,London plane,22,7,52,Mature,-0.130297,51.533232,"(51.533232, -0.130297)"
225,23832,Highways,1,Amelanchier lamarckii,June Berry,5,3,9,Young,-0.142316,51.554963,"(51.554963, -0.142316)"
226,11200,Parks,1,Tilia europaea,Lime - Common,18,11,52,Mature,-0.148759,51.547704,"(51.547704, -0.148759)"
227,16603,Highways,1,Amelanchier lamarckii,June Berry,5,2,9,Young,-0.191175,51.557321,"(51.557321, -0.191175)"
228,2842,Highways,1,Platanus x hispanica,London plane,14,10,69,Mature,-0.164953,51.540867,"(51.540867, -0.164953)"
229,1469,Highways,1,Robinia pseudoacacia,False Acacia,14,6,62,Mature,-0.147675,51.557078,"(51.557078, -0.147675)"
230,3164,Highways,1,Platanus x hispanica,London plane,18,12,112,Mature,-0.188709,51.557499,"(51.557499, -0.188709)"
231,17741,Highways,1,Platanus x hispanica,London plane,11,6,65,Semi-mature,-0.184331,51.554526,"(51.554526, -0.184331)"
232,23138,Highways,1,Platanus x hispanica,London plane,14,9,55,Mature,-0.144512,51.539054,"(51.539054, -0.144512)"
233,15292,Housing,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,12,5,33,Mature,-0.186144,51.549564,"(51.549564, -0.186144)"
234,6457,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,11,Young,-0.171309,51.549135,"(51.549135, -0.171309)"
235,15393,Parks,1,Platanus x hispanica,London plane,34,16,89,Mature,-0.136233,51.53413,"(51.53413, -0.136233)"
236,6106,Highways,1,Acer pseudoplatanus,Sycamore,12,7,36,Semi-mature,-0.169075,51.545853,"(51.545853, -0.169075)"
237,17086,Highways,1,Tilia europaea,Lime - Common,14,4,61,Mature,-0.173071,51.552389,"(51.552389, -0.173071)"
238,292,Housing,1,Platanus x hispanica,London plane,24,15,108,Mature,-0.140907,51.528314,"(51.528314, -0.140907)"
239,14574,Highways,1,Platanus x hispanica,London plane,16,6,39,Semi-mature,-0.122407,51.530903,"(51.530903, -0.122407)"
240,3242,Housing,1,Tilia euchlora,Lime - Caucasian,10,6,37,Mature,-0.186342,51.549208,"(51.549208, -0.186342)"
241,5166,Housing,1,Tilia europaea,Lime - Common,17,7,49,Mature,-0.189859,51.542187,"(51.542187, -0.189859)"
242,17278,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,4,3,7,Young,-0.143064,51.55416,"(51.55416, -0.143064)"
243,7093,Highways,1,Betula pendula,Birch - Silver,12,3,17,Semi-mature,-0.190413,51.551353,"(51.551353, -0.190413)"
244,14415,Highways,1,Sorbus aria,Whitebeam,13,9,45,Mature,-0.126226,51.527433,"(51.527433, -0.126226)"
245,21228,Highways,1,Platanus x hispanica,London plane,9,7,28,Semi-mature,-0.160632,51.557131,"(51.557131, -0.160632)"
246,23116,Housing,1,Tilia europaea,Lime - Common,7,8,40,Semi-mature,-0.155909,51.545891,"(51.545891, -0.155909)"
247,8245,Highways,1,Amelanchier lamarckii,June Berry,5,2,8,Semi-mature,-0.190937,51.557412,"(51.557412, -0.190937)"
248,23062,Highways,1,Platanus x hispanica,London plane,10,5,30,Semi-mature,-0.190014,51.557876,"(51.557876, -0.190014)"
249,8606,Housing,1,Platanus x hispanica,London plane,28,15,86,Mature,-0.148987,51.543728,"(51.543728, -0.148987)"
250,11621,Highways,1,Betula pendula,Birch - Silver,14,5,20,Semi-mature,-0.151075,51.548196,"(51.548196, -0.151075)"
251,15931,Highways,1,Aesculus hippocastanum,Horse Chestnut,8,3,50,Mature,-0.143154,51.558072,"(51.558072, -0.143154)"
252,22307,Housing,1,Platanus x hispanica,London plane,22,15,67,Mature,-0.151917,51.550227,"(51.550227, -0.151917)"
253,23272,Highways,1,Aesculus hippocastanum,Horse Chestnut,6,5,19,Young,-0.186827,51.560152,"(51.560152, -0.186827)"
254,18415,Housing,1,Acer pseudoplatanus,Sycamore,15,9,46,Mature,-0.154093,51.547623,"(51.547623, -0.154093)"
255,14002,Highways,1,Platanus x hispanica,London plane,22,14,62,Mature,-0.116491,51.518144,"(51.518144, -0.116491)"
256,7346,Highways,1,Acer platanoides,Maple - Norway,15,9,42,Mature,-0.167117,51.551059,"(51.551059, -0.167117)"
257,10804,Highways,1,Acer platanoides,Maple - Norway,9,6,26,Semi-mature,-0.143689,51.540274,"(51.540274, -0.143689)"
258,21846,Highways,1,Betula pendula,Birch - Silver,6,2,12,Semi-mature,-0.132466,51.550054,"(51.550054, -0.132466)"
259,21158,Housing,1,Fraxinus excelsior,Ash,16,10,48,Mature,-0.119917,51.527048,"(51.527048, -0.119917)"
260,20623,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,11,Young,-0.171703,51.544311,"(51.544311, -0.171703)"
261,10739,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,28,Semi-mature,-0.127426,51.546053,"(51.546053, -0.127426)"
262,10872,Housing,1,Acer pseudoplatanus,Sycamore,22,14,64,Mature,-0.135845,51.543225,"(51.543225, -0.135845)"
263,16157,Highways,1,Platanus x hispanica,London plane,15,9,45,Semi-mature,-0.127226,51.515583,"(51.515583, -0.127226)"
264,15536,Highways,1,Tilia europaea,Lime - Common,9,5,33,Semi-mature,-0.14028,51.546873,"(51.546873, -0.14028)"
265,20407,Housing,1,Betula pendula,Birch - Silver,10,8,19,Semi-mature,-0.157315,51.54926,"(51.54926, -0.157315)"
266,13197,Housing,1,Sorbus aria,Whitebeam,7,6,32,Semi-mature,-0.145158,51.555095,"(51.555095, -0.145158)"
267,22942,Parks,1,Tilia europaea,Lime - Common,14,7,43,Mature,-0.136935,51.533335,"(51.533335, -0.136935)"
268,1059,Highways,1,Fraxinus excelsior,Ash,13,7,42,Semi-mature,-0.154357,51.548981,"(51.548981, -0.154357)"
269,10055,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,24,Semi-mature,-0.150991,51.548072,"(51.548072, -0.150991)"
270,8649,Highways,1,Platanus x hispanica,London plane,13,8,27,Mature,-0.110226,51.521851,"(51.521851, -0.110226)"
271,15005,Housing,1,Prunus kanzan,Cherry - Double pint,3,2,8,Young,-0.140769,51.557941,"(51.557941, -0.140769)"
272,3651,Parks,1,Platanus x hispanica,London plane,20,15,71,Mature,-0.122857,51.518448,"(51.518448, -0.122857)"
273,18004,Parks,1,Tilia europaea,Lime - Common,14,8,44,Mature,-0.135828,51.534747,"(51.534747, -0.135828)"
274,15312,Housing,1,Prunus kanzan,Cherry - Double pint,6,8,35,Mature,-0.192119,51.555018,"(51.555018, -0.192119)"
275,11287,Highways,1,Platanus x hispanica,London plane,14,10,61,Mature,-0.139424,51.5431,"(51.5431, -0.139424)"
276,19771,Highways,1,Amelanchier lamarckii,June Berry,5,2,7,Young,-0.143709,51.549696,"(51.549696, -0.143709)"
277,20987,Highways,1,Platanus x hispanica,London plane,9,5,19,Semi-mature,-0.122425,51.535883,"(51.535883, -0.122425)"
278,7954,Housing,1,Betula pendula,Birch - Silver,10,4,21,Semi-mature,-0.137513,51.535215,"(51.535215, -0.137513)"
279,15448,Housing,1,Tilia euchlora,Lime - Caucasian,16,10,43,Mature,-0.151748,51.545666,"(51.545666, -0.151748)"
280,23816,Highways,1,Platanus x hispanica,London plane,15,9,60,Mature,-0.141472,51.542785,"(51.542785, -0.141472)"
281,17644,Housing,1,Tilia europaea,Lime - Common,17,11,69,Mature,-0.156641,51.543959,"(51.543959, -0.156641)"
282,22638,Highways,1,Platanus x hispanica,London plane,23,15,88,Mature,-0.126437,51.516509,"(51.516509, -0.126437)"
283,12195,Housing,1,Platanus x hispanica,London plane,14,9,45,Semi-mature,-0.149647,51.545111,"(51.545111, -0.149647)"
284,13063,Housing,1,Tilia europaea,Lime - Common,15,6,39,Mature,-0.135235,51.542264,"(51.542264, -0.135235)"
285,23682,Highways,1,Platanus x hispanica,London plane,9,11,58,Mature,-0.143638,51.53518,"(51.53518, -0.143638)"
286,9785,Highways,1,Sorbus aria,Whitebeam,6,3,21,Semi-mature,-0.172593,51.559806,"(51.559806, -0.172593)"
287,5108,Parks,1,Platanus x hispanica,London plane,15,8,49,Mature,-0.142478,51.564408,"(51.564408, -0.142478)"
288,4748,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,11,49,Mature,-0.151748,51.54713,"(51.54713, -0.151748)"
289,3023,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,7,3,27,Mature,-0.140006,51.552063,"(51.552063, -0.140006)"
290,13170,Housing,1,Sorbus aria,Whitebeam,14,10,54,Mature,-0.189171,51.536834,"(51.536834, -0.189171)"
291,449,Highways,1,Platanus x hispanica,London plane,8,5,21,Semi-mature,-0.172774,51.550282,"(51.550282, -0.172774)"
292,9936,Housing,1,Platanus x hispanica,London plane,17,10,42,Mature,-0.141056,51.565044,"(51.565044, -0.141056)"
293,8737,Highways,1,Platanus x hispanica,London plane,16,13,36,Semi-mature,-0.122862,51.524453,"(51.524453, -0.122862)"
294,1595,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,6,4,15,Semi-mature,-0.193755,51.543511,"(51.543511, -0.193755)"
295,23762,Highways,1,Platanus x hispanica,London plane,17,8,66,Mature,-0.171087,51.544988,"(51.544988, -0.171087)"
296,14708,Highways,1,Acer campestre,Maple - Field,8,6,22,Semi-mature,-0.139031,51.522722,"(51.522722, -0.139031)"
297,6144,Parks,1,Fraxinus excelsior,Ash,9,6,21,Semi-mature,-0.197167,51.543182,"(51.543182, -0.197167)"
298,22244,Parks,1,Platanus x hispanica,London plane,24,20,86,Mature,-0.141795,51.567815,"(51.567815, -0.141795)"
299,18771,Housing,1,Betula pendula,Birch - Silver,9,3,15,Semi-mature,-0.152452,51.546418,"(51.546418, -0.152452)"
300,21261,Housing,1,Platanus x hispanica,London plane,21,12,59,Semi-mature,-0.128462,51.532278,"(51.532278, -0.128462)"
301,18444,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,4,1,4,Young,-0.126368,51.514822,"(51.514822, -0.126368)"
302,22664,Highways,1,Acer pseudoplatanus,Sycamore,15,8,63,Mature,-0.170652,51.544448,"(51.544448, -0.170652)"
303,3377,Highways,1,Platanus x hispanica,London plane,19,12,68,Mature,-0.134863,51.549843,"(51.549843, -0.134863)"
304,17927,Highways,1,Acer platanoides,Maple - Norway,10,6.5,32,Semi-mature,-0.131929,51.534524,"(51.534524, -0.131929)"
305,17289,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,3,12,Semi-mature,-0.12536,51.515054,"(51.515054, -0.12536)"
306,1447,Highways,1,Platanus x hispanica,London plane,10,7,55,Mature,-0.196704,51.544841,"(51.544841, -0.196704)"
307,18669,Parks,1,Platanus x hispanica,London plane,26,19,144,Mature,-0.122471,51.528929,"(51.528929, -0.122471)"
308,2598,Highways,1,Fraxinus excelsior,Ash,12,9,44,Mature,-0.186564,51.553597,"(51.553597, -0.186564)"
309,9126,Highways,1,Acer platanoides,Maple - Norway,14,5,32,Mature,-0.107936,51.522052,"(51.522052, -0.107936)"
310,10561,Highways,1,Tilia euchlora,Lime - Caucasian,8,4,20,Semi-mature,-0.19038,51.549309,"(51.549309, -0.19038)"
311,9808,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,9,1,23,Semi-mature,-0.117873,51.52062,"(51.52062, -0.117873)"
312,9949,Highways,1,Ginkgo biloba,Maidenhair tree,4,2,5,Young,-0.122265,51.53382,"(51.53382, -0.122265)"
313,14037,Highways,1,Prunus avium,"Cherry - Wild, Gean",10,9,42,Mature,-0.117606,51.52593,"(51.52593, -0.117606)"
314,22392,Highways,1,Platanus x hispanica,London plane,17,9,65,Mature,-0.144792,51.555904,"(51.555904, -0.144792)"
315,14532,Highways,1,Ginkgo biloba,Maidenhair tree,8,4,15,Semi-mature,-0.143979,51.557498,"(51.557498, -0.143979)"
316,11267,Highways,1,Betula pendula,Birch - Silver,6,3,15,Semi-mature,-0.178937,51.542387,"(51.542387, -0.178937)"
317,10906,Highways,1,Platanus x hispanica,London plane,23,10,48,Mature,-0.120406,51.517914,"(51.517914, -0.120406)"
318,9530,Highways,1,Platanus x hispanica,London plane,14,5,24,Semi-mature,-0.123799,51.538853,"(51.538853, -0.123799)"
319,845,Housing,1,Betula pendula,Birch - Silver,12,7,28,Mature,-0.159615,51.552793,"(51.552793, -0.159615)"
320,14685,Highways,1,Platanus x hispanica,London plane,20,6,49,Mature,-0.134935,51.542382,"(51.542382, -0.134935)"
321,7299,Highways,1,Platanus x hispanica,London plane,11,6,60,Mature,-0.203189,51.54979,"(51.54979, -0.203189)"
322,13619,Housing,1,Betula pendula,Birch - Silver,6,5,14,Mature,-0.140415,51.558227,"(51.558227, -0.140415)"
323,15913,Highways,1,Platanus x hispanica,London plane,11,9,59,Mature,-0.209652,51.553842,"(51.553842, -0.209652)"
324,15213,Highways,1,Tilia euchlora,Lime - Caucasian,12,4,32,Semi-mature,-0.185315,51.553921,"(51.553921, -0.185315)"
325,16569,Highways,1,Platanus x hispanica,London plane,15,6,37,Semi-mature,-0.175824,51.551807,"(51.551807, -0.175824)"
326,3588,Highways,1,Acer platanoides,Maple - Norway,8,4,32,Semi-mature,-0.197995,51.551341,"(51.551341, -0.197995)"
327,13777,Highways,1,Sorbus aria,Whitebeam,13,6,46,Mature,-0.188311,51.537696,"(51.537696, -0.188311)"
328,6739,Highways,1,Platanus x hispanica,London plane,6,4,15,Semi-mature,-0.204693,51.550217,"(51.550217, -0.204693)"
329,16624,Highways,1,Platanus x hispanica,London plane,7,6,40,Mature,-0.156024,51.540881,"(51.540881, -0.156024)"
330,5663,Highways,1,Acer platanoides,Maple - Norway,5,3,12,Semi-mature,-0.112318,51.523529,"(51.523529, -0.112318)"
331,22858,Highways,1,Platanus x hispanica,London plane,16,8,73,Mature,-0.13616,51.550862,"(51.550862, -0.13616)"
332,5852,Housing,1,Platanus x hispanica,London plane,15,10,55,Mature,-0.144626,51.562514,"(51.562514, -0.144626)"
333,3819,Housing,1,Prunus kanzan,Cherry - Double pint,3,4,12,Semi-mature,-0.14912,51.549695,"(51.549695, -0.14912)"
334,14220,Highways,1,Tilia euchlora,Lime - Caucasian,13,8,37,Semi-mature,-0.193911,51.559877,"(51.559877, -0.193911)"
335,4638,Parks,1,Acer pseudoplatanus,Sycamore,17,8,45,Mature,-0.137049,51.540968,"(51.540968, -0.137049)"
336,14801,Housing,1,Prunus kanzan,Cherry - Double pint,8,8,36,Mature,-0.140468,51.530009,"(51.530009, -0.140468)"
337,14952,Housing,1,Acer pseudoplatanus,Sycamore,16,8,34,Semi-mature,-0.154106,51.547581,"(51.547581, -0.154106)"
338,11340,Highways,1,Fraxinus excelsior,Ash,12,6,40,Semi-mature,-0.185946,51.553655,"(51.553655, -0.185946)"
339,8322,Highways,1,Betula pendula,Birch - Silver,7,4,11,Semi-mature,-0.144583,51.549734,"(51.549734, -0.144583)"
340,22033,Housing,1,Acer pseudoplatanus,Sycamore,18,14,63,Mature,-0.20466,51.548026,"(51.548026, -0.20466)"
341,8292,Highways,1,Acer campestre,Maple - Field,13,6,41,Mature,-0.143756,51.530778,"(51.530778, -0.143756)"
342,11869,Housing,1,Platanus x hispanica,London plane,18,14,77,Mature,-0.132511,51.550208,"(51.550208, -0.132511)"
343,7016,Housing,1,Platanus x hispanica,London plane,14,10,44,Mature,-0.165346,51.551505,"(51.551505, -0.165346)"
344,1637,Highways,1,Prunus kanzan,Cherry - Double pint,6,5,20,Semi-mature,-0.128037,51.547285,"(51.547285, -0.128037)"
345,21548,Highways,1,Tilia europaea,Lime - Common,7,3,10,Semi-mature,-0.151385,51.569549,"(51.569549, -0.151385)"
346,19054,Highways,1,Platanus x hispanica,London plane,12,7,58,Mature,-0.206522,51.551413,"(51.551413, -0.206522)"
347,11805,Highways,1,Acer platanoides,Maple - Norway,7,4,18,Semi-mature,-0.165168,51.540907,"(51.540907, -0.165168)"
348,5081,Housing,1,Tilia europaea,Lime - Common,20,15,56,Mature,-0.140237,51.530303,"(51.530303, -0.140237)"
349,4880,Highways,1,Platanus x hispanica,London plane,12,5,66,Mature,-0.167999,51.554932,"(51.554932, -0.167999)"
350,22379,Housing,1,Acer pseudoplatanus,Sycamore,10,9,36,Semi-mature,-0.192552,51.555229,"(51.555229, -0.192552)"
351,22680,Highways,1,Acer platanoides,Maple - Norway,14,5,36,Mature,-0.156549,51.55367,"(51.55367, -0.156549)"
352,13127,Highways,1,Fraxinus excelsior,Ash,15,8,49,Mature,-0.198992,51.548101,"(51.548101, -0.198992)"
353,8775,Highways,1,Platanus x hispanica,London plane,14,14,61,Mature,-0.17295,51.554766,"(51.554766, -0.17295)"
354,5282,Highways,1,Betula pendula,Birch - Silver,13,7,31,Mature,-0.190602,51.552037,"(51.552037, -0.190602)"
355,24453,Highways,1,Platanus x hispanica,London plane,14,6,59,Mature,-0.149101,51.557302,"(51.557302, -0.149101)"
356,18970,Highways,1,Acer campestre,Maple - Field,6,3,14,Semi-mature,-0.199208,51.546741,"(51.546741, -0.199208)"
357,15971,Housing,1,Tilia europaea,Lime - Common,18,12,69,Mature,-0.185299,51.53844,"(51.53844, -0.185299)"
358,11606,Highways,1,Platanus x hispanica,London plane,17,12,104,Mature,-0.165928,51.540754,"(51.540754, -0.165928)"
359,16609,Housing,1,Platanus x hispanica,London plane,16,10,62,Mature,-0.14106,51.564787,"(51.564787, -0.14106)"
360,23610,Highways,1,Fraxinus excelsior,Ash,14,7,32,Semi-mature,-0.165626,51.554184,"(51.554184, -0.165626)"
361,13932,Housing,1,Platanus x hispanica,London plane,25,14,90,Mature,-0.119053,51.527818,"(51.527818, -0.119053)"
362,17273,Highways,1,Carpinus betulus,Hornbeam,5,2,6,Young,-0.136538,51.539025,"(51.539025, -0.136538)"
363,7731,Housing,1,Platanus x hispanica,London plane,17,11,55,Mature,-0.206608,51.553368,"(51.553368, -0.206608)"
364,2635,Highways,1,Tilia europaea,Lime - Common,16,8,45,Mature,-0.150552,51.570609,"(51.570609, -0.150552)"
365,14140,Highways,1,Acer campestre,Maple - Field,9,7,48,Mature,-0.127581,51.544001,"(51.544001, -0.127581)"
366,6247,Parks,1,Aesculus hippocastanum,Horse Chestnut,15,10,65,Mature,-0.199558,51.548605,"(51.548605, -0.199558)"
367,20457,Highways,1,Platanus x hispanica,London plane,18,12,78,Mature,-0.132129,51.530816,"(51.530816, -0.132129)"
368,3743,Housing,1,Prunus avium,"Cherry - Wild, Gean",15,9,36,Semi-mature,-0.121798,51.527794,"(51.527794, -0.121798)"
369,23140,Housing,1,Platanus x hispanica,London plane,17,12,90,Mature,-0.206695,51.553421,"(51.553421, -0.206695)"
370,5781,Highways,1,Amelanchier lamarckii,June Berry,3,2,6,Young,-0.140846,51.555348,"(51.555348, -0.140846)"
371,13473,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,5,9,Semi-mature,-0.209847,51.558474,"(51.558474, -0.209847)"
372,23786,Highways,1,Acer platanoides,Maple - Norway,11,6,47,Mature,-0.201633,51.545987,"(51.545987, -0.201633)"
373,11358,Parks,1,Platanus x hispanica,London plane,24,18,86,Mature,-0.141841,51.567896,"(51.567896, -0.141841)"
374,6984,Highways,1,Tilia europaea,Lime - Common,15,7,44,Semi-mature,-0.116427,51.523311,"(51.523311, -0.116427)"
375,8693,Parks,1,Acer pseudoplatanus,Sycamore,19,9,47,Mature,-0.158609,51.540302,"(51.540302, -0.158609)"
376,19310,Highways,1,Betula pendula,Birch - Silver,10,5,25,Mature,-0.139446,51.556846,"(51.556846, -0.139446)"
377,22733,Highways,1,Tilia europaea,Lime - Common,13,5,43,Mature,-0.188943,51.549232,"(51.549232, -0.188943)"
378,23517,Housing,1,Platanus x hispanica,London plane,20,10,73,Mature,-0.126238,51.52432,"(51.52432, -0.126238)"
379,18995,Highways,1,Platanus x hispanica,London plane,8,3,10,Semi-mature,-0.124068,51.53917,"(51.53917, -0.124068)"
380,10513,Highways,1,Fraxinus excelsior,Ash,15,8,44,Semi-mature,-0.11676,51.523954,"(51.523954, -0.11676)"
381,15785,Highways,1,Tilia europaea,Lime - Common,15,5,52,Mature,-0.170941,51.553154,"(51.553154, -0.170941)"
382,13861,Highways,1,Tilia europaea,Lime - Common,7,3,35,Mature,-0.138251,51.555184,"(51.555184, -0.138251)"
383,6642,Highways,1,Acer platanoides,Maple - Norway,8,6,26,Mature,-0.164456,51.542612,"(51.542612, -0.164456)"
384,9153,Highways,1,Platanus x hispanica,London plane,17,10,78,Mature,-0.190551,51.5582,"(51.5582, -0.190551)"
385,15511,Highways,1,Platanus x hispanica,London plane,17,13,66,Mature,-0.136445,51.519426,"(51.519426, -0.136445)"
386,9298,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,4,2,12,Young,-0.135568,51.552955,"(51.552955, -0.135568)"
387,19935,Highways,1,Platanus x hispanica,London plane,6,3,9,Young,-0.169143,51.540416,"(51.540416, -0.169143)"
388,1793,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,4,2,12,Young,-0.202539,51.552346,"(51.552346, -0.202539)"
389,10993,Housing,1,Tilia europaea,Lime - Common,16,5,49,Mature,-0.188243,51.546347,"(51.546347, -0.188243)"
390,1717,Housing,1,Acer platanoides,Maple - Norway,16,9,52,Mature,-0.149175,51.552151,"(51.552151, -0.149175)"
391,7219,Highways,1,Platanus x hispanica,London plane,21,14,51,Mature,-0.126846,51.515118,"(51.515118, -0.126846)"
392,2654,Housing,1,Acer platanoides,Maple - Norway,10,5,31,Semi-mature,-0.142832,51.5485,"(51.5485, -0.142832)"
393,16638,Housing,1,Tilia europaea,Lime - Common,15,6,39,Mature,-0.135269,51.542251,"(51.542251, -0.135269)"
394,21019,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,6,4,19,Semi-mature,-0.127088,51.513876,"(51.513876, -0.127088)"
395,1720,Housing,1,Tilia europaea,Lime - Common,5,3.5,11,Semi-mature,-0.125868,51.542261,"(51.542261, -0.125868)"
396,8163,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,6,3,12,Young,-0.11738,51.522655,"(51.522655, -0.11738)"
397,517,Highways,1,Platanus x hispanica,London plane,24,13,62,Mature,-0.123362,51.525317,"(51.525317, -0.123362)"
398,21213,Housing,1,Tilia europaea,Lime - Common,11,6,30,Semi-mature,-0.186265,51.539024,"(51.539024, -0.186265)"
399,1303,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,3,1.5,7,Young,-0.194534,51.549059,"(51.549059, -0.194534)"
400,5034,Highways,1,Platanus x hispanica,London plane,17,10,46,Mature,-0.123619,51.517792,"(51.517792, -0.123619)"
401,9275,Parks,1,Platanus x hispanica,London plane,25,20,98,Mature,-0.123518,51.527072,"(51.527072, -0.123518)"
402,7864,Housing,1,Betula pendula,Birch - Silver,8,4,20,Mature,-0.200414,51.544541,"(51.544541, -0.200414)"
403,7435,Highways,1,Tilia europaea,Lime - Common,14,8,69,Mature,-0.151635,51.570299,"(51.570299, -0.151635)"
404,18518,Highways,1,Platanus x hispanica,London plane,10,6,17,Young,-0.13003,51.531186,"(51.531186, -0.13003)"
405,3838,Highways,1,Robinia pseudoacacia,False Acacia,15,7,32,Semi-mature,-0.121461,51.528188,"(51.528188, -0.121461)"
406,689,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,10,3,8,Young,-0.1345,51.549166,"(51.549166, -0.1345)"
407,15580,Housing,1,Betula pendula,Birch - Silver,15,5,26,Semi-mature,-0.112276,51.520699,"(51.520699, -0.112276)"
408,22545,Highways,1,Platanus x hispanica,London plane,11,7,22,Semi-mature,-0.171568,51.540038,"(51.540038, -0.171568)"
409,8063,Highways,1,Alnus cordata,Alder - Italian,15,8,61,Mature,-0.192204,51.549032,"(51.549032, -0.192204)"
410,7800,Housing,1,Acer campestre,Maple - Field,11,6,31,Mature,-0.198674,51.545066,"(51.545066, -0.198674)"
411,3394,Housing,1,Acer campestre,Maple - Field,7,4,20,Semi-mature,-0.137851,51.526143,"(51.526143, -0.137851)"
412,22021,Highways,1,Amelanchier lamarckii,June Berry,5,2,7,Young,-0.166678,51.54857,"(51.54857, -0.166678)"
413,3972,Housing,1,Tilia europaea,Lime - Common,14,8,50,Mature,-0.191999,51.55015,"(51.55015, -0.191999)"
414,10891,Housing,1,Acer platanoides,Maple - Norway,15,8,43,Semi-mature,-0.148763,51.551992,"(51.551992, -0.148763)"
415,20014,Highways,1,Fraxinus excelsior,Ash,14,9,44,Mature,-0.135167,51.536767,"(51.536767, -0.135167)"
416,9043,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,7,32,Mature,-0.143525,51.54594,"(51.54594, -0.143525)"
417,18598,Highways,1,Platanus x hispanica,London plane,14,11,73,Mature,-0.138736,51.542309,"(51.542309, -0.138736)"
418,20447,Highways,1,Platanus x hispanica,London plane,14,12,85,Mature,-0.133327,51.532855,"(51.532855, -0.133327)"
419,359,Highways,1,Robinia pseudoacacia,False Acacia,10,7,47,Mature,-0.179471,51.559089,"(51.559089, -0.179471)"
420,8642,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,5,24,Mature,-0.154413,51.554131,"(51.554131, -0.154413)"
421,8689,Highways,1,Platanus x hispanica,London plane,23,15,106,Mature,-0.171776,51.540071,"(51.540071, -0.171776)"
422,6325,Housing,1,Platanus x hispanica,London plane,18,13,61,Mature,-0.207838,51.55442,"(51.55442, -0.207838)"
423,9707,Highways,1,Platanus x hispanica,London plane,10,6,54,Mature,-0.149518,51.557085,"(51.557085, -0.149518)"
424,18770,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,4,15,Semi-mature,-0.198681,51.552628,"(51.552628, -0.198681)"
425,20529,Highways,1,Platanus x hispanica,London plane,11,8,53,Mature,-0.143828,51.535354,"(51.535354, -0.143828)"
426,3908,Housing,1,Platanus x hispanica,London plane,18,14,55,Mature,-0.154993,51.553776,"(51.553776, -0.154993)"
427,17909,Housing,1,Tilia europaea,Lime - Common,18,7,52,Mature,-0.184182,51.546775,"(51.546775, -0.184182)"
428,19556,Highways,1,Acer campestre,Maple - Field,7,5,26,Semi-mature,-0.195069,51.560139,"(51.560139, -0.195069)"
429,7548,Parks,1,Platanus x hispanica,London plane,26,20,103,Mature,-0.131142,51.535032,"(51.535032, -0.131142)"
430,22201,Highways,1,Platanus x hispanica,London plane,20,7,40,Mature,-0.13874,51.521065,"(51.521065, -0.13874)"
